Players,Wicket Status,Wicket Type,R_ball,B,M_ball,4s_ball,6s_ball,SR,Month,Day,Year,Ground_Played,Team_ball,O,M_bat,R_bat,W,Econ,0s,4s_bat,6s_bat,WD,NB,Team_bat
CEH Croft,0,None,0.0,0.0,0.0,0.0,0.0,0.0,Jun,20,1979,"Kennington Oval, London",0,11.0,0.0,29.0,3.0,2.63,0.0,0.0,0.0,0.0,0.0,West Indies
JM Anderson,0,None,0.0,0.0,0.0,0.0,0.0,0.0,Jun,20,2003,"Kennington Oval, London",0,9.0,2.0,27.0,4.0,3.0,41.0,4.0,0.0,1.0,0.0,England
D Gough,0,None,0.0,0.0,0.0,0.0,0.0,0.0,Jun,20,2003,"Kennington Oval, London",0,7.0,1.0,28.0,2.0,4.0,30.0,3.0,0.0,1.0,3.0,England
A McGrath,0,None,0.0,0.0,0.0,0.0,0.0,0.0,Jun,20,2003,"Kennington Oval, London",0,10.0,1.0,40.0,1.0,4.0,31.0,0.0,0.0,2.0,0.0,England
AF Giles,0,None,0.0,0.0,0.0,0.0,0.0,0.0,Jun,20,2003,"Kennington Oval, London",0,5.0,0.0,22.0,0.0,4.4,15.0,1.0,0.0,1.0,0.0,England
R Clarke,0,None,0.0,0.0,0.0,0.0,0.0,0.0,Jun,20,2003,"Kennington Oval, London",0,5.0,0.0,30.0,1.0,6.0,12.0,3.0,0.0,2.0,0.0,England
PDRL Perera,0,None,0.0,0.0,0.0,0.0,0.0,0.0,Jun,20,2006,"Kennington Oval, London",0,5.0,0.0,40.0,0.0,8.0,9.0,2.0,1.0,1.0,1.0,Sri Lanka
GD McGrath,0,None,0.0,0.0,0.0,0.0,0.0,0.0,Jun,21,2001,"Kennington Oval, London",0,9.0,4.0,27.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,Australia
DW Fleming,0,None,0.0,0.0,0.0,0.0,0.0,0.0,Jun,21,2001,"Kennington Oval, London",0,10.0,1.0,37.0,1.0,3.7,0.0,0.0,0.0,0.0,1.0,Australia
IJ Harvey,0,None,0.0,0.0,0.0,0.0,0.0,0.0,Jun,21,2001,"Kennington Oval, London",0,10.0,2.0,31.0,2.0,3.1,0.0,0.0,0.0,1.0,0.0,Australia
B Lee,0,None,0.0,0.0,0.0,0.0,0.0,0.0,Jun,21,2001,"Kennington Oval, London",0,10.0,0.0,63.0,3.0,6.3,0.0,0.0,0.0,1.0,8.0,Australia
A Symonds,0,None,0.0,0.0,0.0,0.0,0.0,0.0,Jun,21,2001,"Kennington Oval, London",0,3.0,0.0,13.0,0.0,4.33,0.0,0.0,0.0,0.0,0.0,Australia
Rashid Khan,0,None,0.0,0.0,0.0,0.0,0.0,0.0,Jun,22,1983,"Kennington Oval, London",0,12.0,2.0,32.0,1.0,2.66,0.0,0.0,0.0,0.0,0.0,Pakistan
AME Roberts,0,None,0.0,0.0,0.0,0.0,0.0,0.0,Jun,22,1983,"Kennington Oval, London",0,12.0,3.0,25.0,2.0,2.08,0.0,0.0,0.0,0.0,0.0,West Indies
J Garner,0,None,0.0,0.0,0.0,0.0,0.0,0.0,Jun,22,1983,"Kennington Oval, London",0,12.0,1.0,31.0,1.0,2.58,0.0,0.0,0.0,0.0,0.0,West Indies
MD Marshall,0,None,0.0,0.0,0.0,0.0,0.0,0.0,Jun,22,1983,"Kennington Oval, London",0,12.0,2.0,28.0,3.0,2.33,0.0,0.0,0.0,0.0,0.0,West Indies
MA Holding,0,None,0.0,0.0,0.0,0.0,0.0,0.0,Jun,22,1983,"Kennington Oval, London",0,12.0,1.0,25.0,1.0,2.08,0.0,0.0,0.0,0.0,0.0,West Indies
JM Anderson,0,None,0.0,0.0,0.0,0.0,0.0,0.0,Jun,28,2003,"Kennington Oval, London",0,10.0,1.0,54.0,2.0,5.4,38.0,9.0,0.0,3.0,0.0,England
D Gough,0,None,0.0,0.0,0.0,0.0,0.0,0.0,Jun,28,2003,"Kennington Oval, London",0,10.0,1.0,61.0,0.0,6.1,31.0,8.0,1.0,0.0,0.0,England
RL Johnson,0,None,0.0,0.0,0.0,0.0,0.0,0.0,Jun,28,2003,"Kennington Oval, London",0,10.0,1.0,39.0,0.0,3.9,36.0,4.0,0.0,0.0,0.0,England
AF Giles,0,None,0.0,0.0,0.0,0.0,0.0,0.0,Jun,28,2003,"Kennington Oval, London",0,8.0,0.0,38.0,0.0,4.75,22.0,3.0,0.0,0.0,0.0,England
M Ntini,0,None,0.0,0.0,0.0,0.0,0.0,0.0,Jun,28,2003,"Kennington Oval, London",0,10.0,0.0,56.0,2.0,5.6,36.0,8.0,1.0,1.0,0.0,South Africa
N Boje,0,None,0.0,0.0,0.0,0.0,0.0,0.0,Jun,28,2003,"Kennington Oval, London",0,5.0,0.0,31.0,0.0,6.2,8.0,1.0,0.0,0.0,0.0,South Africa
AC Dawson,0,None,0.0,0.0,0.0,0.0,0.0,0.0,Jun,28,2003,"Kennington Oval, London",0,5.0,0.0,31.0,0.0,6.2,14.0,4.0,0.0,0.0,0.0,South Africa
JM Anderson,0,None,0.0,0.0,0.0,0.0,0.0,0.0,Jun,28,2011,"Kennington Oval, London",0,5.0,0.0,18.0,4.0,3.6,18.0,1.0,0.0,1.0,0.0,England
JW Dernbach,0,None,0.0,0.0,0.0,0.0,0.0,0.0,Jun,28,2011,"Kennington Oval, London",0,5.0,0.0,25.0,2.0,5.0,16.0,3.0,0.0,1.0,0.0,England
DJ Willey,0,None,0.0,0.0,0.0,0.0,0.0,0.0,Jun,29,2016,"Kennington Oval, London",0,8.0,0.0,58.0,2.0,7.25,17.0,7.0,0.0,1.0,0.0,England
CR Woakes,0,None,0.0,0.0,0.0,0.0,0.0,0.0,Jun,29,2016,"Kennington Oval, London",0,9.0,0.0,65.0,0.0,7.22,20.0,9.0,0.0,2.0,0.0,England
LE Plunkett,0,None,0.0,0.0,0.0,0.0,0.0,0.0,Jun,29,2016,"Kennington Oval, London",0,8.0,0.0,65.0,0.0,8.12,17.0,7.0,2.0,2.0,0.0,England
AU Rashid,0,None,0.0,0.0,0.0,0.0,0.0,0.0,Jun,29,2016,"Kennington Oval, London",0,9.0,0.0,57.0,2.0,6.33,16.0,6.0,0.0,0.0,0.0,England
RAS Lakmal,0,None,0.0,0.0,0.0,0.0,0.0,0.0,Jun,29,2016,"Kennington Oval, London",0,7.0,0.0,48.0,1.0,6.85,15.0,5.0,0.0,0.0,0.0,Sri Lanka
N Pradeep,0,None,0.0,0.0,0.0,0.0,0.0,0.0,Jun,29,2016,"Kennington Oval, London",0,9.0,0.0,78.0,2.0,8.66,19.0,8.0,2.0,2.0,0.0,Sri Lanka
MF Maharoof,0,None,0.0,0.0,0.0,0.0,0.0,0.0,Jun,29,2016,"Kennington Oval, London",0,8.0,0.0,58.0,0.0,7.25,12.0,3.0,1.0,1.0,0.0,Sri Lanka
K Rabada,0,None,0.0,0.0,0.0,0.0,0.0,0.0,Jun,3,2017,"Kennington Oval, London",0,8.0,1.0,46.0,1.0,5.75,29.0,5.0,1.0,3.0,1.0,South Africa
M Morkel,0,None,0.0,0.0,0.0,0.0,0.0,0.0,Jun,3,2017,"Kennington Oval, London",0,6.0,0.0,31.0,1.0,5.16,18.0,3.0,0.0,2.0,0.0,South Africa
Imran Tahir,0,None,0.0,0.0,0.0,0.0,0.0,0.0,Jun,3,2017,"Kennington Oval, London",0,8.3,0.0,27.0,4.0,3.17,31.0,2.0,0.0,0.0,0.0,South Africa
A Nehra,0,None,0.0,0.0,0.0,0.0,0.0,0.0,Jun,30,2002,"Kennington Oval, London",0,10.0,0.0,29.0,1.0,2.9,44.0,3.0,0.0,3.0,0.0,India
Z Khan,0,None,0.0,0.0,0.0,0.0,0.0,0.0,Jun,30,2002,"Kennington Oval, London",0,10.0,1.0,48.0,3.0,4.8,39.0,6.0,1.0,1.0,0.0,India
A Kumble,0,None,0.0,0.0,0.0,0.0,0.0,0.0,Jun,30,2002,"Kennington Oval, London",0,10.0,0.0,43.0,0.0,4.3,29.0,2.0,0.0,0.0,0.0,India
CRD Fernando,0,None,0.0,0.0,0.0,0.0,0.0,0.0,Jun,30,2002,"Kennington Oval, London",0,10.0,0.0,53.0,2.0,5.3,33.0,4.0,1.0,4.0,0.0,Sri Lanka
SW Tait,0,None,0.0,0.0,0.0,0.0,0.0,0.0,Jun,30,2010,"Kennington Oval, London",0,7.0,2.0,23.0,1.0,3.28,33.0,3.0,0.0,2.0,0.0,Australia
DE Bollinger,0,None,0.0,0.0,0.0,0.0,0.0,0.0,Jun,30,2010,"Kennington Oval, London",0,8.0,0.0,38.0,2.0,4.75,30.0,6.0,0.0,0.0,0.0,Australia
RJ Harris,0,None,0.0,0.0,0.0,0.0,0.0,0.0,Jun,30,2010,"Kennington Oval, London",0,8.4,1.0,32.0,5.0,3.69,32.0,3.0,0.0,0.0,0.0,Australia
JR Hopes,0,None,0.0,0.0,0.0,0.0,0.0,0.0,Jun,30,2010,"Kennington Oval, London",0,10.0,0.0,56.0,0.0,5.6,27.0,1.0,3.0,0.0,0.0,Australia
RGD Willis,0,None,0.0,0.0,0.0,0.0,0.0,0.0,Jun,4,1982,"Kennington Oval, London",0,7.0,2.0,10.0,1.0,1.42,0.0,0.0,0.0,0.0,0.0,England
N Kapil Dev,0,None,0.0,0.0,0.0,0.0,0.0,0.0,Jun,4,1982,"Kennington Oval, London",0,11.0,1.0,39.0,0.0,3.54,0.0,0.0,0.0,0.0,0.0,India
S Madan Lal,0,None,0.0,0.0,0.0,0.0,0.0,0.0,Jun,4,1982,"Kennington Oval, London",0,11.0,0.0,50.0,2.0,4.54,0.0,0.0,0.0,0.0,0.0,India
SV Nayak,0,None,0.0,0.0,0.0,0.0,0.0,0.0,Jun,4,1982,"Kennington Oval, London",0,11.0,1.0,48.0,0.0,4.36,0.0,0.0,0.0,0.0,0.0,India
GD McGrath,0,None,0.0,0.0,0.0,0.0,0.0,0.0,Jun,4,1999,"Kennington Oval, London",0,10.0,1.0,34.0,3.0,3.4,0.0,0.0,0.0,1.0,2.0,Australia
DW Fleming,0,None,0.0,0.0,0.0,0.0,0.0,0.0,Jun,4,1999,"Kennington Oval, London",0,9.0,1.0,33.0,2.0,3.66,0.0,0.0,0.0,1.0,0.0,Australia
PR Reiffel,0,None,0.0,0.0,0.0,0.0,0.0,0.0,Jun,4,1999,"Kennington Oval, London",0,10.0,1.0,30.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,Australia
Mehidy Hasan Miraz,0,None,0.0,0.0,0.0,0.0,0.0,0.0,Jun,5,2019,"Kennington Oval, London",0,10.0,0.0,47.0,2.0,4.7,37.0,4.0,2.0,1.0,0.0,Bangladesh
Shakib Al Hasan,0,None,0.0,0.0,0.0,0.0,0.0,0.0,Jun,5,2019,"Kennington Oval, London",0,10.0,0.0,47.0,2.0,4.7,31.0,2.0,1.0,1.0,0.0,Bangladesh
TA Boult,0,None,0.0,0.0,0.0,0.0,0.0,0.0,Jun,5,2019,"Kennington Oval, London",0,10.0,0.0,44.0,2.0,4.4,32.0,4.0,0.0,1.0,0.0,New Zealand
C de Grandhomme,0,None,0.0,0.0,0.0,0.0,0.0,0.0,Jun,5,2019,"Kennington Oval, London",0,8.0,0.0,39.0,1.0,4.87,25.0,4.0,0.0,1.0,0.0,New Zealand
LS Pascoe,0,None,0.0,0.0,0.0,0.0,0.0,0.0,Jun,6,1977,"Kennington Oval, London",0,11.0,0.0,44.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,Australia
R Rampaul,0,None,0.0,0.0,0.0,0.0,0.0,0.0,Jun,7,2013,"Kennington Oval, London",0,10.0,0.0,39.0,1.0,3.9,40.0,2.0,1.0,5.0,0.0,West Indies
B Kumar,0,None,0.0,0.0,0.0,0.0,0.0,0.0,Jun,8,2017,"Kennington Oval, London",0,10.0,0.0,54.0,1.0,5.4,30.0,6.0,0.0,1.0,0.0,India
UT Yadav,0,None,0.0,0.0,0.0,0.0,0.0,0.0,Jun,8,2017,"Kennington Oval, London",0,9.4,0.0,67.0,0.0,6.93,28.0,7.0,2.0,1.0,0.0,India
JJ Bumrah,0,None,0.0,0.0,0.0,0.0,0.0,0.0,Jun,8,2017,"Kennington Oval, London",0,10.0,0.0,52.0,0.0,5.2,26.0,3.0,1.0,0.0,1.0,India
SL Malinga,0,None,0.0,0.0,0.0,0.0,0.0,0.0,Jun,8,2017,"Kennington Oval, London",0,10.0,0.0,70.0,2.0,7.0,28.0,9.0,1.0,1.0,0.0,Sri Lanka
RAS Lakmal,0,None,0.0,0.0,0.0,0.0,0.0,0.0,Jun,8,2017,"Kennington Oval, London",0,10.0,1.0,72.0,1.0,7.2,29.0,8.0,2.0,3.0,0.0,Sri Lanka
N Pradeep,0,None,0.0,0.0,0.0,0.0,0.0,0.0,Jun,8,2017,"Kennington Oval, London",0,10.0,0.0,73.0,1.0,7.3,23.0,7.0,1.0,2.0,0.0,Sri Lanka
NLTC Perera,0,None,0.0,0.0,0.0,0.0,0.0,0.0,Jun,8,2017,"Kennington Oval, London",0,9.0,0.0,54.0,1.0,6.0,27.0,2.0,4.0,0.0,0.0,Sri Lanka
RGD Willis,0,None,0.0,0.0,0.0,0.0,0.0,0.0,Jun,9,1983,"Kennington Oval, London",0,7.0,2.0,9.0,2.0,1.28,0.0,0.0,0.0,0.0,0.0,England
PJW Allott,0,None,0.0,0.0,0.0,0.0,0.0,0.0,Jun,9,1983,"Kennington Oval, London",0,12.0,1.0,47.0,0.0,3.91,0.0,0.0,0.0,0.0,0.0,England
VJ Marks,0,None,0.0,0.0,0.0,0.0,0.0,0.0,Jun,9,1983,"Kennington Oval, London",0,12.0,1.0,39.0,2.0,3.25,0.0,0.0,0.0,0.0,0.0,England
Sir RJ Hadlee,0,None,0.0,0.0,0.0,0.0,0.0,0.0,Jun,9,1983,"Kennington Oval, London",0,12.0,4.0,26.0,1.0,2.16,0.0,0.0,0.0,0.0,0.0,New Zealand
B Kumar,0,None,0.0,0.0,0.0,0.0,0.0,0.0,Jun,9,2019,"Kennington Oval, London",0,10.0,0.0,50.0,3.0,5.0,31.0,5.0,0.0,1.0,0.0,India
JJ Bumrah,0,None,0.0,0.0,0.0,0.0,0.0,0.0,Jun,9,2019,"Kennington Oval, London",0,10.0,1.0,61.0,3.0,6.1,34.0,9.0,0.0,1.0,0.0,India
Kuldeep Yadav,0,None,0.0,0.0,0.0,0.0,0.0,0.0,Jun,9,2019,"Kennington Oval, London",0,9.0,0.0,55.0,0.0,6.11,19.0,4.0,1.0,0.0,0.0,India
YS Chahal,0,None,0.0,0.0,0.0,0.0,0.0,0.0,Jun,9,2019,"Kennington Oval, London",0,10.0,0.0,62.0,2.0,6.2,21.0,3.0,1.0,1.0,0.0,India
GR Dilley,0,None,0.0,0.0,0.0,0.0,0.0,0.0,May,21,1987,"Kennington Oval, London",0,11.0,1.0,63.0,2.0,5.72,0.0,0.0,0.0,0.0,0.0,England
PAJ DeFreitas,0,None,0.0,0.0,0.0,0.0,0.0,0.0,May,21,1987,"Kennington Oval, London",0,11.0,3.0,50.0,0.0,4.54,0.0,0.0,0.0,0.0,0.0,England
NA Foster,0,None,0.0,0.0,0.0,0.0,0.0,0.0,May,21,1987,"Kennington Oval, London",0,11.0,0.0,36.0,2.0,3.27,0.0,0.0,0.0,0.0,0.0,England
JE Emburey,0,None,0.0,0.0,0.0,0.0,0.0,0.0,May,21,1987,"Kennington Oval, London",0,11.0,1.0,36.0,1.0,3.27,0.0,0.0,0.0,0.0,0.0,England
Tauseef Ahmed,0,None,0.0,0.0,0.0,0.0,0.0,0.0,May,21,1987,"Kennington Oval, London",0,10.1,0.0,47.0,1.0,4.62,0.0,0.0,0.0,0.0,0.0,Pakistan
AA Donald,0,None,0.0,0.0,0.0,0.0,0.0,0.0,May,21,1998,"Kennington Oval, London",0,10.0,2.0,45.0,2.0,4.5,0.0,0.0,0.0,0.0,1.0,South Africa
PL Symcox,0,None,0.0,0.0,0.0,0.0,0.0,0.0,May,21,1998,"Kennington Oval, London",0,10.0,0.0,43.0,1.0,4.3,0.0,0.0,0.0,0.0,0.0,South Africa
PAJ DeFreitas,0,None,0.0,0.0,0.0,0.0,0.0,0.0,May,22,1992,"Kennington Oval, London",0,10.5,0.0,59.0,2.0,5.44,0.0,0.0,0.0,0.0,0.0,England
CC Lewis,0,None,0.0,0.0,0.0,0.0,0.0,0.0,May,22,1992,"Kennington Oval, London",0,8.0,0.0,47.0,2.0,5.87,0.0,0.0,0.0,0.0,0.0,England
RK Illingworth,0,None,0.0,0.0,0.0,0.0,0.0,0.0,May,22,1992,"Kennington Oval, London",0,11.0,0.0,58.0,2.0,5.27,0.0,0.0,0.0,0.0,0.0,England
DR Pringle,0,None,0.0,0.0,0.0,0.0,0.0,0.0,May,22,1992,"Kennington Oval, London",0,9.0,1.0,35.0,2.0,3.88,0.0,0.0,0.0,0.0,0.0,England
S Elworthy,0,None,0.0,0.0,0.0,0.0,0.0,0.0,May,22,1999,"Kennington Oval, London",0,10.0,3.0,24.0,2.0,2.4,0.0,0.0,0.0,1.0,0.0,South Africa
AA Donald,0,None,0.0,0.0,0.0,0.0,0.0,0.0,May,22,1999,"Kennington Oval, London",0,8.0,1.0,17.0,4.0,2.12,0.0,0.0,0.0,2.0,0.0,South Africa
JM Anderson,0,None,0.0,0.0,0.0,0.0,0.0,0.0,May,22,2014,"Kennington Oval, London",0,5.0,1.0,22.0,1.0,4.4,0.0,0.0,0.0,0.0,0.0,England
HF Gurney,0,None,0.0,0.0,0.0,0.0,0.0,0.0,May,22,2014,"Kennington Oval, London",0,5.0,0.0,20.0,2.0,4.0,0.0,0.0,0.0,2.0,2.0,England
JC Tredwell,0,None,0.0,0.0,0.0,0.0,0.0,0.0,May,22,2014,"Kennington Oval, London",0,6.0,0.0,38.0,3.0,6.33,0.0,0.0,0.0,0.0,0.0,England
N Kapil Dev,0,None,0.0,0.0,0.0,0.0,0.0,0.0,May,24,1986,"Kennington Oval, London",0,11.0,1.0,32.0,0.0,2.9,0.0,0.0,0.0,0.0,0.0,India
RMH Binny,0,None,0.0,0.0,0.0,0.0,0.0,0.0,May,24,1986,"Kennington Oval, London",0,11.0,2.0,38.0,2.0,3.45,0.0,0.0,0.0,0.0,0.0,India
C Sharma,0,None,0.0,0.0,0.0,0.0,0.0,0.0,May,24,1986,"Kennington Oval, London",0,11.0,2.0,25.0,3.0,2.27,0.0,0.0,0.0,0.0,0.0,India
Maninder Singh,0,None,0.0,0.0,0.0,0.0,0.0,0.0,May,24,1986,"Kennington Oval, London",0,11.0,1.0,31.0,1.0,2.81,0.0,0.0,0.0,0.0,0.0,India
RJ Shastri,0,None,0.0,0.0,0.0,0.0,0.0,0.0,May,24,1986,"Kennington Oval, London",0,11.0,0.0,25.0,2.0,2.27,0.0,0.0,0.0,0.0,0.0,India
GD McGrath,0,None,0.0,0.0,0.0,0.0,0.0,0.0,May,24,1997,"Kennington Oval, London",0,9.0,1.0,46.0,1.0,5.11,0.0,0.0,0.0,2.0,0.0,Australia
MS Kasprowicz,0,None,0.0,0.0,0.0,0.0,0.0,0.0,May,24,1997,"Kennington Oval, London",0,9.2,0.0,58.0,1.0,6.21,0.0,0.0,0.0,1.0,0.0,Australia
JN Gillespie,0,None,0.0,0.0,0.0,0.0,0.0,0.0,May,24,1997,"Kennington Oval, London",0,8.0,1.0,42.0,0.0,5.25,0.0,0.0,0.0,2.0,1.0,Australia
PAJ DeFreitas,0,None,0.0,0.0,0.0,0.0,0.0,0.0,May,24,1997,"Kennington Oval, London",0,8.0,0.0,47.0,0.0,5.87,0.0,0.0,0.0,0.0,0.0,England
D Gough,0,None,0.0,0.0,0.0,0.0,0.0,0.0,May,24,1997,"Kennington Oval, London",0,10.0,3.0,42.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,England
MA Ealham,0,None,0.0,0.0,0.0,0.0,0.0,0.0,May,24,1997,"Kennington Oval, London",0,9.0,2.0,40.0,0.0,4.44,0.0,0.0,0.0,0.0,0.0,England
AF Giles,0,None,0.0,0.0,0.0,0.0,0.0,0.0,May,24,1997,"Kennington Oval, London",0,9.0,0.0,48.0,0.0,5.33,0.0,0.0,0.0,1.0,0.0,England
RDB Croft,0,None,0.0,0.0,0.0,0.0,0.0,0.0,May,24,1997,"Kennington Oval, London",0,10.0,2.0,39.0,1.0,3.9,0.0,0.0,0.0,0.0,0.0,England
PAJ DeFreitas,0,None,0.0,0.0,0.0,0.0,0.0,0.0,May,25,1990,"Kennington Oval, London",0,11.0,1.0,47.0,1.0,4.27,0.0,0.0,0.0,0.0,0.0,England
DE Malcolm,0,None,0.0,0.0,0.0,0.0,0.0,0.0,May,25,1990,"Kennington Oval, London",0,11.0,5.0,19.0,2.0,1.72,0.0,0.0,0.0,0.0,0.0,England
CC Lewis,0,None,0.0,0.0,0.0,0.0,0.0,0.0,May,25,1990,"Kennington Oval, London",0,11.0,1.0,51.0,1.0,4.63,0.0,0.0,0.0,0.0,0.0,England
GC Small,0,None,0.0,0.0,0.0,0.0,0.0,0.0,May,25,1990,"Kennington Oval, London",0,11.0,0.0,59.0,1.0,5.36,0.0,0.0,0.0,0.0,0.0,England
EE Hemmings,0,None,0.0,0.0,0.0,0.0,0.0,0.0,May,25,1990,"Kennington Oval, London",0,11.0,2.0,34.0,0.0,3.09,0.0,0.0,0.0,0.0,0.0,England
Sir RJ Hadlee,0,None,0.0,0.0,0.0,0.0,0.0,0.0,May,25,1990,"Kennington Oval, London",0,11.0,2.0,34.0,2.0,3.09,0.0,0.0,0.0,0.0,0.0,New Zealand
JP Millmow,0,None,0.0,0.0,0.0,0.0,0.0,0.0,May,25,1990,"Kennington Oval, London",0,9.0,1.0,47.0,0.0,5.22,0.0,0.0,0.0,0.0,0.0,New Zealand
DK Morrison,0,None,0.0,0.0,0.0,0.0,0.0,0.0,May,25,1990,"Kennington Oval, London",0,9.0,0.0,38.0,0.0,4.22,0.0,0.0,0.0,0.0,0.0,New Zealand
RGD Willis,0,None,0.0,0.0,0.0,0.0,0.0,0.0,May,26,1978,"Kennington Oval, London",0,9.0,1.0,25.0,0.0,2.77,0.0,0.0,0.0,0.0,0.0,England
JK Lever,0,None,0.0,0.0,0.0,0.0,0.0,0.0,May,26,1978,"Kennington Oval, London",0,7.0,1.0,17.0,0.0,2.42,0.0,0.0,0.0,0.0,0.0,England
Liaqat Ali,0,None,0.0,0.0,0.0,0.0,0.0,0.0,May,26,1978,"Kennington Oval, London",0,11.0,1.0,41.0,1.0,3.72,0.0,0.0,0.0,0.0,0.0,Pakistan
PAJ DeFreitas,0,None,0.0,0.0,0.0,0.0,0.0,0.0,May,26,1995,"Kennington Oval, London",0,10.0,0.0,73.0,1.0,7.3,0.0,0.0,0.0,0.0,0.0,England
DG Cork,0,None,0.0,0.0,0.0,0.0,0.0,0.0,May,26,1995,"Kennington Oval, London",0,11.0,0.0,56.0,1.0,5.09,0.0,0.0,0.0,1.0,0.0,England
SD Udal,0,None,0.0,0.0,0.0,0.0,0.0,0.0,May,26,1995,"Kennington Oval, London",0,11.0,0.0,40.0,0.0,3.63,0.0,0.0,0.0,4.0,0.0,England
PJ Martin,0,None,0.0,0.0,0.0,0.0,0.0,0.0,May,26,1995,"Kennington Oval, London",0,10.0,1.0,44.0,4.0,4.4,0.0,0.0,0.0,1.0,0.0,England
AU Rashid,0,None,0.0,0.0,0.0,0.0,0.0,0.0,May,30,2019,"Kennington Oval, London",0,8.0,0.0,35.0,1.0,4.37,27.0,4.0,0.0,0.0,0.0,England
DR Tuffey,0,None,0.0,0.0,0.0,0.0,0.0,0.0,Sep,10,2004,"Kennington Oval, London",0,8.0,0.0,39.0,0.0,4.87,32.0,5.0,0.0,4.0,0.0,New Zealand
JDP Oram,0,None,0.0,0.0,0.0,0.0,0.0,0.0,Sep,10,2004,"Kennington Oval, London",0,9.4,1.0,36.0,5.0,3.72,40.0,4.0,0.0,5.0,0.0,New Zealand
CZ Harris,0,None,0.0,0.0,0.0,0.0,0.0,0.0,Sep,10,2004,"Kennington Oval, London",0,10.0,2.0,29.0,1.0,2.9,49.0,4.0,1.0,0.0,0.0,New Zealand
DL Vettori,0,None,0.0,0.0,0.0,0.0,0.0,0.0,Sep,10,2004,"Kennington Oval, London",0,10.0,3.0,14.0,3.0,1.4,52.0,1.0,0.0,1.0,0.0,New Zealand
WPUJC Vaas,0,None,0.0,0.0,0.0,0.0,0.0,0.0,Sep,14,2004,"Kennington Oval, London",0,10.0,0.0,42.0,1.0,4.2,41.0,7.0,0.0,1.0,0.0,Sri Lanka
DNT Zoysa,0,None,0.0,0.0,0.0,0.0,0.0,0.0,Sep,14,2004,"Kennington Oval, London",0,10.0,2.0,19.0,3.0,1.9,50.0,1.0,0.0,2.0,3.0,Sri Lanka
MF Maharoof,0,None,0.0,0.0,0.0,0.0,0.0,0.0,Sep,14,2004,"Kennington Oval, London",0,9.0,1.0,38.0,3.0,4.22,37.0,6.0,0.0,0.0,0.0,Sri Lanka
GD McGrath,0,None,0.0,0.0,0.0,0.0,0.0,0.0,Sep,16,2004,"Kennington Oval, London",0,10.0,0.0,39.0,3.0,3.9,39.0,5.0,0.0,2.0,0.0,Australia
JN Gillespie,0,None,0.0,0.0,0.0,0.0,0.0,0.0,Sep,16,2004,"Kennington Oval, London",0,9.0,1.0,46.0,1.0,5.11,33.0,6.0,0.0,4.0,0.0,Australia
MS Kasprowicz,0,None,0.0,0.0,0.0,0.0,0.0,0.0,Sep,16,2004,"Kennington Oval, London",0,10.0,1.0,32.0,3.0,3.2,39.0,3.0,0.0,0.0,0.0,Australia
SR Watson,0,None,0.0,0.0,0.0,0.0,0.0,0.0,Sep,16,2004,"Kennington Oval, London",0,6.0,0.0,32.0,0.0,5.33,23.0,4.0,0.0,0.0,2.0,Australia
DS Lehmann,0,None,0.0,0.0,0.0,0.0,0.0,0.0,Sep,16,2004,"Kennington Oval, London",0,5.0,0.0,16.0,1.0,3.2,14.0,0.0,0.0,0.0,0.0,Australia
CK Langeveldt,0,None,0.0,0.0,0.0,0.0,0.0,0.0,Sep,18-19,2004,"Kennington Oval, London",0,7.5,2.0,41.0,0.0,5.23,33.0,8.0,0.0,1.0,1.0,South Africa
M Ntini,0,None,0.0,0.0,0.0,0.0,0.0,0.0,Sep,18-19,2004,"Kennington Oval, London",0,5.0,0.0,26.0,2.0,5.2,17.0,2.0,0.0,1.0,1.0,South Africa
N Boje,0,None,0.0,0.0,0.0,0.0,0.0,0.0,Sep,18-19,2004,"Kennington Oval, London",0,10.0,0.0,52.0,1.0,5.2,28.0,1.0,2.0,2.0,0.0,South Africa
IDR Bradshaw,0,None,0.0,0.0,0.0,0.0,0.0,0.0,Sep,18-19,2004,"Kennington Oval, London",0,10.0,2.0,40.0,2.0,4.0,39.0,4.0,1.0,0.0,0.0,West Indies
CD Collymore,0,None,0.0,0.0,0.0,0.0,0.0,0.0,Sep,18-19,2004,"Kennington Oval, London",0,9.0,0.0,53.0,0.0,5.88,27.0,6.0,1.0,0.0,0.0,West Indies
RO Hinds,0,None,0.0,0.0,0.0,0.0,0.0,0.0,Sep,18-19,2004,"Kennington Oval, London",0,10.0,0.0,35.0,0.0,3.5,32.0,1.0,0.0,1.0,0.0,West Indies
CD Collymore,0,None,0.0,0.0,0.0,0.0,0.0,0.0,Sep,25,2004,"Kennington Oval, London",0,10.0,1.0,38.0,0.0,3.8,42.0,5.0,0.0,3.0,0.0,West Indies
CR Woakes,0,None,0.0,0.0,0.0,0.0,0.0,0.0,Sep,27,2017,"Kennington Oval, London",0,10.0,0.0,71.0,3.0,7.1,33.0,9.0,3.0,0.0,0.0,England
